3	16	6	36	83
4	32	6	14	61
5	64	6	24	73
6	128	6	21	70
7	256	6	17	65
0	2	6	1	0
1	4	6	184	121
2	8	6	34	82
3	16	6	57	94
4	32	6	18	67
5	64	6	14	61
6	128	6	20	69
7	256	6	15	63
0	2	6	1	0
1	4	6	184	121
2	8	6	34	82
3	16	6	57	94
4	32	6	18	67
5	64	6	14	61
6	128	6	20	69
7	256	6	15	63
0	2	6	0	0
1	4	6	173	119
2	8	6	28	77
3	16	6	31	79
4	32	6	9	51
5	64	6	16	64
6	128	6	13	59
7	256	6	11	55
0	2	6	0	0
1	4	6	173	119
2	8	6	28	77
3	16	6	31	79
4	32	6	9	51
5	64	6	16	64
6	128	6	13	59
7	256	6	11	55
0	2	6	2	16
1	4	6	175	120
2	8	6	33	81
3	16	6	30	79
4	32	6	7	45
5	64	6	13	59
6	128	6	11	55
7	256	6	8	48
0	2	6	0	0
1	4	6	100	107
2	8	6	26	75
3	16	6	29	78
4	32	6	6	41
5	64	6	14	61
6	128	6	12	57
7	256	6	9	51
0	2	6	0	0
1	4	6	100	107
2	8	6	26	75
3	16	6	29	78
4	32	6	6	41
5	64	6	14	61
6	128	6	12	57
7	256	6	9	51
0	2	6	0	0
1	4	6	100	107
2	8	6	26	75
3	16	6	29	78
4	32	6	6	41
5	64	6	14	61
6	128	6	12	57
7	256	6	9	51
0	2	6	2	16
1	4	6	190	122
2	8	6	87	103
3	16	6	21	70
4	32	6	16	64
5	64	6	17	65
6	128	6	24	73
7	256	6	22	71
0	2	6	4	32
1	4	6	218	125
2	8	6	140	115
3	16	6	13	59
4	32	6	22	71
5	64	6	12	57
6	128	6	24	73
7	256	6	25	74
0	2	6	4	32
1	4	6	218	125
2	8	6	140	115
3	16	6	13	59
4	32	6	22	71
5	64	6	12	57
6	128	6	24	73
7	256	6	25	74
0	2	6	4	32
1	4	6	218	125
2	8	6	140	115
3	16	6	13	59
4	32	6	22	71
5	64	6	12	57
6	128	6	24	73
7	256	6	25	74
0	2	6	1	0
1	4	6	91	104
2	8	6	58	94
3	16	6	14	61
4	32	6	10	53
5	64	6	9	51
6	128	6	13	59
7	256	6	12	57
0	2	6	0	0
1	4	6	83	102
2	8	6	38	84
3	16	6	11	55
4	32	6	6	41
5	64	6	5	37
6	128	6	6	41
7	256	6	6	41
0	2	6	0	0
1	4	6	83	102
2	8	6	38	84
3	16	6	11	55
4	32	6	6	41
5	64	6	5	37
6	128	6	6	41
7	256	6	6	41
0	2	6	1	0
1	4	6	98	106
2	8	6	34	82
3	16	6	8	48
4	32	6	3	25
5	64	6	3	25
6	128	6	3	25
7	256	6	2	16
0	2	6	4	32
1	4	6	160	118
2	8	6	106	108
3	16	6	28	77
4	32	6	28	77
5	64	6	38	84
6	128	6	65	97
7	256	6	53	92
0	2	6	54	92
1	4	6	2717	184
2	8	6	1883	175
3	16	6	836	156
4	32	6	251	128
5	64	6	114	110
6	128	6	90	104
7	256	6	72	99
0	2	6	54	92
1	4	6	2717	184
2	8	6	1883	175
3	16	6	836	156
4	32	6	251	128
5	64	6	114	110
6	128	6	90	104
7	256	6	72	99
0	2	6	75	100
1	4	6	3018	186
2	8	6	1822	174
3	16	6	714	152
4	32	6	162	118
5	64	6	113	110
6	128	6	103	107
7	256	6	62	96
0	2	6	11	55
1	4	6	1141	163
2	8	6	467	143
3	16	6	341	135
4	32	6	135	114
5	64	6	77	101
6	128	6	70	98
7	256	6	47	89
0	2	6	11	55
1	4	6	1230	165
2	8	6	481	143
3	16	6	240	127
4	32	6	108	108
5	64	6	46	89
6	128	6	66	97
7	256	6	46	89
0	2	6	11	55
1	4	6	1230	165
2	8	6	481	143
3	16	6	240	127
4	32	6	108	108
5	64	6	46	89
6	128	6	66	97
7	256	6	46	89
0	2	6	8	48
1	4	6	982	160
2	8	6	397	139
3	16	6	179	120
4	32	6	60	95
5	64	6	46	89
6	128	6	53	92
7	256	6	37	84
0	2	6	4	32
1	4	6	1035	161
2	8	6	358	136
3	16	6	146	115
4	32	6	34	82
5	64	6	33	81
6	128	6	42	86
7	256	6	32	80
0	2	6	4	32
1	4	6	1035	161
2	8	6	358	136
3	16	6	146	115
4	32	6	34	82
5	64	6	33	81
6	128	6	42	86
7	256	6	32	80
0	2	6	2	16
1	4	6	586	148
2	8	6	187	121
3	16	6	66	97
4	32	6	40	85
5	64	6	27	76
6	128	6	34	82
7	256	6	19	68
0	2	6	2	16
1	4	6	586	148
2	8	6	187	121
3	16	6	66	97
4	32	6	40	85
5	64	6	27	76
6	128	6	34	82
7	256	6	19	68
0	2	6	2	16
1	4	6	586	148
2	8	6	187	121
3	16	6	66	97
4	32	6	40	85
5	64	6	27	76
6	128	6	34	82
7	256	6	19	68
0	2	6	1	0
1	4	6	559	147
2	8	6	202	123
3	16	6	63	96
4	32	6	19	68
5	64	6	22	71
6	128	6	30	79
7	256	6	16	64
0	2	6	7	45
1	4	6	475	143
2	8	6	260	129
3	16	6	66	97
4	32	6	25	74
5	64	6	20	69
6	128	6	27	76
7	256	6	16	64
0	2	6	7	45
1	4	6	475	143
2	8	6	260	129
3	16	6	66	97
4	32	6	25	74
5	64	6	20	69
6	128	6	27	76
7	256	6	16	64
0	2	6	7	45
1	4	6	475	143
2	8	6	260	129
3	16	6	66	97
4	32	6	25	74
5	64	6	20	69
6	128	6	27	76
7	256	6	16	64
0	2	6	6	41
1	4	6	534	146
2	8	6	138	114
3	16	6	81	102
4	32	6	16	64
5	64	6	26	75
6	128	6	29	78
7	256	6	15	63
0	2	6	6	41
1	4	6	534	146
2	8	6	138	114
3	16	6	81	102
4	32	6	16	64
5	64	6	26	75
6	128	6	29	78
7	256	6	15	63
0	2	6	3	25
1	4	6	477	143
2	8	6	180	120
3	16	6	95	105
4	32	6	28	77
5	64	6	23	72
6	128	6	30	79
7	256	6	15	63
0	2	6	3	25
1	4	6	477	143
2	8	6	180	120
3	16	6	95	105
4	32	6	28	77
5	64	6	23	72
6	128	6	30	79
7	256	6	15	63
0	2	6	3	25
1	4	6	477	143
2	8	6	180	120
3	16	6	95	105
4	32	6	28	77
5	64	6	23	72
6	128	6	30	79
7	256	6	15	63
0	2	6	7	45
1	4	6	362	137
2	8	6	171	119
3	16	6	37	84
4	32	6	28	77
5	64	6	22	71
6	128	6	37	84
7	256	6	34	82
0	2	6	1	0
1	4	6	273	130
2	8	6	91	104
3	16	6	24	73
4	32	6	13	59
5	64	6	14	61
6	128	6	21	70
7	256	6	20	69
0	2	6	1	0
1	4	6	273	130
2	8	6	91	104
3	16	6	24	73
4	32	6	13	59
5	64	6	14	61
6	128	6	21	70
7	256	6	20	69
0	2	6	1	0
1	4	6	273	130
2	8	6	91	104
3	16	6	24	73
4	32	6	13	59
5	64	6	14	61
6	128	6	21	70
7	256	6	20	69
0	2	6	0	0
1	4	6	183	121
2	8	6	92	105
3	16	6	20	69
4	32	6	9	51
5	64	6	4	32
6	128	6	5	37
7	256	6	5	37
0	2	6	4	32
1	4	6	181	120
2	8	6	106	108
3	16	6	19	68
4	32	6	5	37
5	64	6	2	16
6	128	6	2	16
7	256	6	2	16
0	2	6	4	32
1	4	6	181	120
2	8	6	106	108
3	16	6	19	68
4	32	6	5	37
5	64	6	2	16
6	128	6	2	16
7	256	6	2	16
0	2	6	0	0
1	4	6	152	116
2	8	6	116	110
3	16	6	18	67
4	32	6	3	25
5	64	6	1	0	16	0	6	41
4	32	0	1	0
5	64	0	1	0
6	128	0	0	0
7	256	0	0	0
0	2	0	8	48
1	4	0	231	126
2	8	0	10	53
3	16	0	6	41
4	32	0	1	0
5	64	0	1	0
6	128	0	0	0
7	256	0	0	0
0	2	0	5	37
1	4	0	193	122
2	8	0	6	41
3	16	0	7	45
4	32	0	3	25
5	64	0	1	0
6	128	0	1	0
7	256	0	0	0
0	2	0	5	37
1	4	0	193	122
2	8	0	6	41
3	16	0	7	45
4	32	0	3	25
5	64	0	1	0
6	128	0	1	0
7	256	0	0	0
0	2	0	5	37
1	4	0	193	122
2	8	0	6	41
3	16	0	7	45
4	32	0	3	25
5	64	0	1	0
6	128	0	1	0
7	256	0	0	0
0	2	0	10	53
1	4	0	168	119
2	8	0	14	61
3	16	0	9	51
4	32	0	2	16
5	64	0	2	16
6	128	0	2	16
7	256	0	1	0
0	2	0	1	0
1	4	0	167	119
2	8	0	7	45
3	16	0	6	41
4	32	0	2	16
5	64	0	2	16
6	128	0	2	16
7	256	0	0	0
0	2	0	1	0
1	4	0	167	119
2	8	0	7	45
3	16	0	6	41
4	32	0	2	16
5	64	0	2	16
6	128	0	2	16
7	256	0	0	0
0	2	0	6	41
1	4	0	180	120
2	8	0	13	59
3	16	0	13	59
4	32	0	4	32
5	64	0	4	32
6	128	0	4	32
7	256	0	1	0
0	2	0	4	32
1	4	0	156	117
2	8	0	14	61
3	16	0	18	67
4	32	0	4	32
5	64	0	3	25
6	128	0	4	32
7	256	0	2	16
0	2	0	4	32
1	4	0	156	117
2	8	0	14	61
3	16	0	18	67
4	32	0	4	32
5	64	0	3	25
6	128	0	4	32
7	256	0	2	16
0	2	0	4	32
1	4	0	120	111
2	8	0	18	67
3	16	0	13	59
4	32	0	4	32
5	64	0	3	25
6	128	0	4	32
7	256	0	1	0
0	2	0	7	45
1	4	0	125	112
2	8	0	8	48
3	16	0	13	59
4	32	0	6	41
5	64	0	4	32
6	128	0	3	25
7	256	0	2	16
0	2	0	7	45
1	4	0	125	112
2	8	0	8	48
3	16	0	13	59
4	32	0	6	41
5	64	0	4	32
6	128	0	3	25
7	256	0	2	16
0	2	0	0	0
1	4	0	148	116
2	8	0	8	48
3	16	0	9	51
4	32	0	4	32
5	64	0	3	25
6	128	0	3	25
7	256	0	1	0
0	2	0	4	32
1	4	0	125	112
2	8	0	4	32
3	16	0	16	64
4	32	0	2	16
5	64	0	3	25
6	128	0	3	25
7	256	0	1	0
0	2	0	4	32
1	4	0	125	112
2	8	0	4	32
3	16	0	16	64
4	32	0	2	16
5	64	0	3	25
6	128	0	3	25
7	256	0	1	0
0	2	0	4	32
1	4	0	123	111
2	8	0	10	53
3	16	0	10	53
4	32	0	3	25
5	64	0	4	32
6	128	0	2	16
7	256	0	0	0
0	2	0	4	32
1	4	0	99	106
2	8	0	12	57
3	16	0	12	57
4	32	0	3	25
5	64	0	4	32
6	128	0	2	16
7	256	0	0	0
0	2	0	0	0
1	4	0	122	111
2	8	0	7	45
3	16	0	13	59
4	32	0	2	16
5	64	0	3	25
6	128	0	2	16
7	256	0	0	0
0	2	0	0	0
1	4	0	122	111
2	8	0	7	45
3	16	0	13	59
4	32	0	2	16
5	64	0	3	25
6	128	0	2	16
7	256	0	0	0
0	2	0	0	0
1	4	0	122	111
2	8	0	7	45
3	16	0	13	59
4	32	0	2	16
5	64	0	3	25
6	128	0	2	16
7	256	0	0	0
0	2	0	6	41
1	4	0	155	117
2	8	0	18	67
3	16	0	10	53
4	32	0	3	25
5	64	0	3	25
6	128	0	3	25
7	256	0	1	0
0	2	0	6	41
1	4	0	155	117
2	8	0	18	67
3	16	0	10	53
4	32	0	3	25
5	64	0	3	25
6	128	0	3	25
7	256	0	1	0
0	2	0	3	25
1	4	0	66	97
2	8	0	7	45
3	16	0	10	53
4	32	0	2	16
5	64	0	3	25
6	128	0	4	32
7	256	0	1	0
0	2	0	3	25
1	4	0	66	97
2	8	0	7	45
3	16	0	10	53
4	32	0	2	16
5	64	0	3	25
6	128	0	4	32
7	256	0	1	0
0	2	0	3	25
1	4	0	66	97
2	8	0	7	45
3	16	0	10	53
4	32	0	2	16
5	64	0	3	25
6	128	0	4	32
7	256	0	1	0
0	2	0	0	0
1	4	0	94	105
2	8	0	6	41
3	16	0	2	16
4	32	0	0	0
5	64	0	1	0
6	128	0	1	0
7	256	0	0	0
0	2	0	3	25
1	4	0	70	98
2	8	0	1	0
3	16	0	1	0
4	32	0	0	0
5	64	0	0	0
6	128	0	0	0
7	256	0	0	0
0	2	0	3	25
1	4	0	70	98
2	8	0	1	0
3	16	0	1	0
4	32	0	0	0
5	64	0	0	0
6	128	0	0	0
7	256	0	0	0
0	2	0	3	25
1	4	0	70	98
2	8	0	1	0
3	16	0	1	0
4	32	0	0	0
5	64	0	0	0
6	128	0	0	0
7	256	0	0	0
0	2	0	2	16
1	4	0	50	91
2	8	0	3	25
3	16	0	1	0
4	32	0	0	0
5	64	0	0	0
6	128	0	0	0
7	256	0	0	0
0	2	0	2	16
1	4	0	50	91
2	8	0	3	25
3	16	0	1	0
4	32	0	0	0
5	64	0	0	0
6	128	0	0	0
7	256	0	0	0
0	2	0	2	16
1	4	0	61	95
2	8	0	3	25
3	16	0	2	16
4	32	0	0	0
5	64	0	0	0
6	128	0	0	0
7	256	0	0	0
0	2	0	1	0
1	4	0	74	100
2	8	0	2	16
3	16	0	3	25
4	32	0	0	0
5	64	0	0	0
6	128	0	0	0
7	256	0	0	0
0	2	0	1	0
1	4	0	74	100
2	8	0	2	16
3	16	0	3	25
4	32	0	0	0
5	64	0	0	0
6	128	0	0	0
7	256	0	0	0
0	2	0	2	16
1	4	0	51	91
2	8	0	2	16
3	16	0	2	16
4	32	0	0	0
5	64	0	0	0
6	128	0	0	0
7	256	0	0	0
0	2	0	19	68
1	4	0	796	155
2	8	0	283	131
3	16	0	271	130
4	32	0	49	90
5	64	0	21	70
6	128	0	16	64
7	256	0	7	45
0	2	0	19	68
1	4	0	796	155
2	8	0	283	131
3	16	0	271	130
4	32	0	49	90
5	64	0	21	70
6	128	0	16	64
7	256	0	7	45
0	2	0	25	74
1	4	0	551	146
2	8	0	354	136
3	16	0	269	130
4	32	0	55	93
5	64	0	61	95
6	128	0	50	91
7	256	0	15	63
0	2	0	4	32
1	4	0	262	129
2	8	0	190	122
3	16	0	132	113
4	32	0	46	89
5	64	0	51	91
6	128	0	45	88
7	256	0	14	61
0	2	0	4	32
1	4	0	262	129
2	8	0	190	122
3	16	0	132	113
4	32	0	46	89
5	64	0	51	91
6	128	0	45	88
7	256	0	14	61
0	2	0	0	0
1	4	0	109	109
2	8	0	68	98
3	16	0	83	102
4	32	0	28	77
5	64	0	31	79
6	128	0	32	80
7	256	0	11	55
0	2	0	0	0
1	4	0	100	107
2	8	0	30	79
3	16	0	70	98
4	32	0	16	64
5	64	0	27	76
6	128	0	20	69
7	256	0	7	45
0	2	0	0	0
1	4	0	100	107
2	8	0	30	79
3	16	0	70	98
4	32	0	16	64
5	64	0	27	76
6	128	0	20	69
7	256	0	7	45
0	2	0	0	0
1	4	0	86	103
2	8	0	57	94
3	16	0	48	90
4	32	0	12	57
5	64	0	16	64
6	128	0	13	59
7	256	0	4	32
0	2	0	2	16
1	4	0	89	104
2	8	0	23	72
3	16	0	41	86
4	32	0	13	59
5	64	0	12	57
6	128	0	11	55
7	256	0	4	32
0	2	0	2	16
1	4	0	89	104
2	8	0	23	72
3	16	0	41	86
4	32	0	13	59
5	64	0	12	57
6	128	0	11	55
7	256	0	4	32
0	2	0	2	16
1	4	0	64	96
2	8	0	13	59
3	16	0	44	88
4	32	0	10	53
5	64	0	10	53
6	128	0	8	48
7	256	0	3	25
0	2	0	1	0
1	4	0	68	98
2	8	0	19	68
3	16	0	37	84
4	32	0	9	51
5	64	0	9	51
6	128	0	7	45
7	256	0	2	16
0	2	0	1	0
1	4	0	57	94
2	8	0	11	55
3	16	0	25	74
4	32	0	11	55
5	64	0	9	51
6	128	0	7	45
7	256	0	2	16
0	2	0	1	0
1	4	0	57	94
2	8	0	11	55
3	16	0	25	74
4	32	0	11	55
5	64	0	9	51
6	128	0	7	45
7	256	0	2	16
0	2	0	10	53
1	4	0	423	140
2	8	0	178	120
3	16	0	90	104
4	32	0	24	73
5	64	0	13	59
6	128	0	10	53
7	256	0	3	25
0	2	0	12	57
1	4	0	303	132
2	8	0	256	129
3	16	0	230	126
4	32	0	39	85
5	64	0	39	85
6	128	0	31	79
7	256	0	8	48
0	2	0	4	32
1	4	0	112	109
2	8	0	108	108
3	16	0	76	100
4	32	0	21	70
5	64	0	36	83
6	128	0	32	80
7	256	0	9	51
0	2	0	4	32
1	4	0	112	109
2	8	0	108	108
3	16	0	76	100
4	32	0	21	70
5	64	0	36	83
6	128	0	32	80
7	256	0	9	51
0	2	0	1	0
1	4	0	76	100
2	8	0	48	90
3	16	0	27	76
4	32	0	9	51
5	64	0	23	72
6	128	0	25	74
7	256	0	6	41
0	2	0	1	0
1	4	0	92	105
2	8	0	20	69
3	16	0	33	81
4	32	0	9	51
5	64	0	16	64
6	128	0	14	61
7	256	0	3	25
0	2	0	1	0
1	4	0	56	93
2	8	0	16	64
3	16	0	14	61
4	32	0	3	25
5	64	0	4	32
6	128	0	5	37
7	256	0	1	0
0	2	0	1	0
1	4	0	56	93
2	8	0	16	64
3	16	0	14	61
4	32	0	3	25
5	64	0	4	32
6	128	0	5	37
7	256	0	1	0
0	2	0	0	0
1	4	0	47	89
2	8	0	11	55
3	16	0	8	48
4	32	0	2	16
5	64	0	3	25
6	128	0	2	16
7	256	0	0	0
0	2	0	0	0
1	4	0	43	87
2	8	0	11	55
3	16	0	9	51
4	32	0	2	16
5	64	0	2	16
6	128	0	2	16
7	256	0	0	0
0	2	0	0	0
1	4	0	43	87
2	8	0	11	55
3	16	0	9	51
4	32	0	2	16
5	64	0	2	16
6	128	0	2	16
7	256	0	0	0
0	2	0	0	0
1	4	0	33	81
2	8	0	2	16
3	16	0	7	45
4	32	0	1	0
5	64	0	1	0
6	128	0	1	0
7	256	0	0	0
0	2	0	1	0
1	4	0	26	75
2	8	0	4	32
3	16	0	5	37
4	32	0	1	0
5	64	0	1	0
6	128	0	0	0
7	256	0	0	0
0	2	0	1	0
1	4	0	26	75
2	8	0	4	32
3	16	0	5	37
4	32	0	1	0
5	64	0	1	0
6	128	0	0	0
7	256	0	0	0
0	2	0	4	32
1	4	0	117	110
2	8	0	49	90
3	16	0	63	96
4	32	0	20	69
5	64	0	9	51
6	128	0	4	32
7	256	0	1	0
0	2	0	17	65
1	4	0	662	151
2	8	0	331	135
3	16	0	285	131
4	32	0	53	92
5	64	0	44	88
6	128	0	32	80
7	256	0	9	51
0	2	0	17	65
1	4	0	662	151
2	8	0	331	135
3	16	0	285	131
4	32	0	53	92
5	64	0	44	88
6	128	0	32	80
7	256	0	9	51
0	2	0	13	59
1	4	0	442	141
2	8	0	129	113
3	16	0	142	115
4	32	0	36	83
5	64	0	53	92
6	128	0	51	91
7	256	0	11	55
0	2	0	0	0
1	4	0	112	109
2	8	0	76	100
3	16	0	54	92
4	32	0	20	69
5	64	0	36	83
6	128	0	32	80
7	256	0	10	53
0	2	0	0	0
1	4	0	112	109
2	8	0	76	100
3	16	0	54	92
4	32	0	20	69
5	64	0	36	83
6	128	0	32	80
7	256	0	10	53
0	2	0	1	0
1	4	0	88	104
2	8	0	24	73
3	16	0	60	95
4	32	0	14	61
5	64	0	23	72
6	128	0	20	69
7	256	0	6	41
0	2	0	1	0
1	4	0	88	104
2	8	0	24	73
3	16	0	60	95
4	32	0	14	61
5	64	0	23	72
6	128	0	20	69
7	256	0	6	41
0	2	0	6	41
1	4	0	198	123
2	8	0	123	111
3	16	0	85	103
4	32	0	16	64
5	64	0	16	64
6	128	0	13	59
7	256	0	3	25
0	2	0	5	37
1	4	0	354	136
2	8	0	333	135
3	16	0	198	123
4	32	0	43	87
5	64	0	31	79
6	128	0	28	77
7	256	0	8	48
0	2	0	2	16
1	4	0	155	117
2	8	0	151	116
3	16	0	114	110
4	32	0	21	70
5	64	0	41	86
6	128	0	30	79
7	256	0	8	48
0	2	0	2	16
1	4	0	155	117
2	8	0	151	116
3	16	0	114	110
4	32	0	21	70
5	64	0	41	86
6	128	0	30	79
7	256	0	8	48
0	2	0	0	0
1	4	0	122	111
2	8	0	44	88
3	16	0	59	94
4	32	0	18	67
5	64	0	30	79
6	128	0	20	69
7	256	0	6	41
0	2	0	0	0
1	4	0	122	111
2	8	0	44	88
3	16	0	59	94
4	32	0	18	67
5	64	0	30	79
6	128	0	20	69
7	256	0	6	41
0	2	0	0	0
1	4	0	93	105
2	8	0	39	85
3	16	0	56	93
4	32	0	15	63
5	64	0	16	64
6	128	0	16	64
7	256	0	5	37
0	2	0	1	0
1	4	0	211	124
2	8	0	151	116
3	16	0	88	104
4	32	0	17	65
5	64	0	19	68
6	128	0	19	68
7	256	0	6	41
0	2	0	0	0
1	4	0	59	94
2	8	0	46	89
3	16	0	57	94
4	32	0	15	63
5	64	0	24	73
6	128	0	18	67
7	256	0	6	41
0	2	0	0	0
1	4	0	59	94
2	8	0	46	89
3	16	0	57	94
4	32	0	15	63
5	64	0	24	73
6	128	0	18	67
7	256	0	6	41
0	2	0	1	0
1	4	0	43	87
2	8	0	28	77
3	16	0	28	77
4	32	0	7	45
5	64	0	14	61
6	128	0	15	63
7	256	0	4	32
0	2	0	0	0
1	4	0	77	101
2	8	0	15	63
3	16	0	28	77
4	32	0	5	37
5	64	0	9	51
6	128	0	9	51
7	256	0	2	16
0	2	0	0	0
1	4	0	77	101
2	8	0	15	63
3	16	0	28	77
4	32	0	5	37
5	64	0	9	51
6	128	0	9	51
7	256	0	2	16
0	2	0	1	0
1	4	0	43	87
2	8	0	13	59
3	16	0	21	70
4	32	0	4	32
5	64	0	5	37
6	128	0	4	32
7	256	0	1	0
0	2	0	1	0
1	4	0	40	85
2	8	0	5	37
3	16	0	16	64
4	32	0	3	25
5	64	0	3	25
6	128	0	3	25
7	256	0	0	0
0	2	0	1	0
1	4	0	40	85
2	8	0	5	37
3	16	0	16	64
4	32	0	3	25
5	64	0	3	25
6	128	0	3	25
7	256	0	0	0
0	2	0	35	82
1	4	0	1360	167
2	8	0	611	149
3	16	0	602	148
4	32	0	127	112
5	64	0	85	103
6	128	0	50	91
7	256	0	19	68
0	2	0	35	82
1	4	0	1360	167
2	8	0	611	149
3	16	0	602	148
4	32	0	127	112
5	64	0	85	103
6	128	0	50	91
7	256	0	19	68
0	2	0	35	82
1	4	0	1360	167
2	8	0	611	149
3	16	0	602	148
4	32	0	127	112
5	64	0	85	103
6	128	0	50	91
7	256	0	19	68
0	2	0	5	37
1	4	0	1075	162
2	8	0	519	145
3	16	0	536	146
4	32	0	118	111
5	64	0	126	112
6	128	0	100	107
7	256	0	32	80
0	2	0	27	76
1	4	0	612	149
2	8	0	86	103
3	16	0	96	106
4	32	0	43	87
5	64	0	59	94
6	128	0	56	93
7	256	0	12	57
0	2	0	27	76
1	4	0	612	149
2	8	0	86	103
3	16	0	96	106
4	32	0	43	87
5	64	0	59	94
6	128	0	56	93
7	256	0	12	57
0	2	0	27	76
1	4	0	612	149
2	8	0	86	103
3	16	0	96	106
4	32	0	43	87
5	64	0	59	94
6	128	0	56	93
7	256	0	12	57
0	2	0	21	70
1	4	0	474	143
2	8	0	95	105
3	16	0	67	97
4	32	0	18	67
5	64	0	21	70
6	128	0	22	71
7	256	0	6	41
0	2	0	21	70
1	4	0	474	143
2	8	0	95	105
3	16	0	67	97
4	32	0	18	67
5	64	0	21	70
6	128	0	22	71
7	256	0	6	41
0	2	0	5	37
1	4	0	470	143
2	8	0	47	89
3	16	0	36	83
4	32	0	13	59
5	64	0	13	59
6	128	0	11	55
7	256	0	3	25
0	2	0	5	37
1	4	0	470	143
2	8	0	47	89
3	16	0	36	83
4	32	0	13	59
5	64	0	13	59
6	128	0	11	55
7	256	0	3	25
0	2	0	21	70
1	4	0	430	141
2	8	0	36	83
3	16	0	35	82
4	32	0	10	53
5	64	0	10	53
6	128	0	9	51
7	256	0	2	16
0	2	0	21	70
1	4	0	430	141
2	8	0	36	83
